i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
3996,5.03E-02,1.792992185,1.01536636,-8.28223288,-1.574998733,-4.175574586
3997,5.02E-02,1.793072642,1.015359005,-8.325949133,-1.575387477,-4.176053364
3998,5.03E-02,1.795942247,1.01509714,-8.232105064,-1.589352224,-4.193249929
3999,5.03E-02,1.795799374,1.015110135,-8.273643272,-1.588652309,-4.192389562
4000,5.02E-02,1.796135438,1.015079571,-8.313568269,-1.590299417,-4.194414391
4001,5.02E-02,1.796332378,1.015061669,-8.357080643,-1.59126592,-4.195602208
4002,5.02E-02,1.797079344,1.014993822,-8.388174839,-1.594940234,-4.200117005
4003,5.02E-02,1.796695551,1.015028655,-8.433858855,-1.593050675,-4.197796567
4004,5.03E-02,1.799937469,1.014734824,-8.220962341,-1.609125309,-4.217541582
4005,5.03E-02,1.799818022,1.014745605,-8.261228388,-1.608528435,-4.216810188
4006,5.03E-02,1.801451369,1.0145983,-8.210148424,-1.616721219,-4.226850198
4007,5.03E-02,1.802438687,1.014509525,-8.203882469,-1.621706296,-4.232949937
4008,5.03E-02,1.801887239,1.014559042,-8.226994263,-1.618918912,-4.229543043
4009,5.03E-02,1.801636947,1.014581541,-8.264780147,-1.617656327,-4.227998832
4010,5.03E-02,1.800751052,1.014661249,-8.270627358,-1.613200239,-4.222547386
4011,5.03E-02,1.79955493,1.014769097,-8.259264083,-1.607215036,-4.215218317
4012,5.03E-02,1.80015994,1.014714466,-8.287641481,-1.61023793,-4.218924194
4013,5.02E-02,1.799118238,1.014808499,-8.294259988,-1.605038792,-4.212554009
4014,5.03E-02,1.801827508,1.01456394,-8.124152873,-1.618617454,-4.229206693
4015,5.03E-02,1.801672711,1.01457786,-8.15977382,-1.61783664,-4.22825135
4016,5.03E-02,1.801854742,1.014561489,-8.19543145,-1.618754891,-4.229375009
4017,5.03E-02,1.801804896,1.01456597,-8.234347143,-1.618503361,-4.229067287
4018,5.03E-02,1.801917799,1.014555819,-8.273843327,-1.619073176,-4.229764425
4019,5.02E-02,1.801502765,1.014593135,-8.308242358,-1.616980109,-4.227204087
4020,5.03E-02,1.799643328,1.014760604,-8.200762672,-1.60765614,-4.215793524
4021,5.03E-02,1.7993605,1.014786157,-8.238616116,-1.606245512,-4.214063867
4022,5.03E-02,1.799253199,1.014795856,-8.279559405,-1.60571086,-4.213408167
4023,5.02E-02,1.798375579,1.014875228,-8.301639976,-1.601348615,-4.208057982
4024,5.03E-02,1.801403138,1.014601554,-8.112729618,-1.616478327,-4.226627325
4025,5.03E-02,1.802034988,1.014544695,-8.132573482,-1.619664971,-4.23052895
4026,5.03E-02,1.803019557,1.014456237,-8.125872225,-1.624650832,-4.23662936
4027,5.03E-02,1.803018697,1.014456314,-8.161801484,-1.624646466,-4.236624026
4028,5.03E-02,1.801936521,1.014553436,-8.135855923,-1.619167696,-4.229928148
4029,5.03E-02,1.801110654,1.014627735,-8.14687265,-1.615006657,-4.224835896
4030,5.03E-02,1.802362578,1.014515038,-8.128021154,-1.621321129,-4.23257009
4031,5.03E-02,1.802756038,1.014479696,-8.156201791,-1.62331393,-4.235007891
4032,5.03E-02,1.801361647,1.014604955,-8.10127795,-1.616269429,-4.226394394
4033,5.03E-02,1.800701901,1.014664386,-8.123663709,-1.61295359,-4.222333419
4034,5.03E-02,1.800098022,1.014718857,-8.150331521,-1.609928141,-4.21862583
4035,5.03E-02,1.79747496,1.014956013,-8.01496872,-1.596891747,-4.202641821
4036,5.03E-02,1.799488544,1.014773491,-7.977536906,-1.606883897,-4.214920821
4037,5.03E-02,1.798551364,1.014858265,-7.992929395,-1.60222084,-4.20919899
4038,5.03E-02,1.798026167,1.014905846,-8.02089183,-1.599617132,-4.206001821
4039,5.03E-02,1.798389714,1.014872895,-8.050491243,-1.601418723,-4.208214841
4040,5.03E-02,1.799335834,1.014787233,-8.064660928,-1.606122586,-4.213991112
4041,5.03E-02,1.801179147,1.014620728,-8.020760663,-1.615351097,-4.225315057
4042,5.03E-02,1.802154831,1.01453287,-8.023916285,-1.620270531,-4.231342264
4043,5.03E-02,1.801501266,1.014591654,-8.042774582,-1.616972557,-4.227305534
4044,5.03E-02,1.801753216,1.014568973,-8.073264641,-1.618242639,-4.228861143
4045,5.03E-02,1.801905701,1.014555253,-8.106151179,-1.619012103,-4.229803326
4046,5.03E-02,1.800867011,1.01464874,-8.104637338,-1.613782393,-4.223400965
4047,5.03E-02,1.802347298,1.014515402,-8.073090066,-1.621243818,-4.232544992
4048,5.03E-02,1.80305766,1.014451585,-8.085906443,-1.624844286,-4.236951209
4049,5.03E-02,1.802795891,1.014475077,-8.117545556,-1.623515998,-4.23532697
4050,5.03E-02,1.802988599,1.014457777,-8.150730686,-1.624493677,-4.236522824
4051,5.03E-02,1.802399897,1.014510624,-8.171455579,-1.62150997,-4.232874219
4052,5.03E-02,1.801790002,1.014565447,-8.194248113,-1.618428214,-4.229103189
4053,5.03E-02,1.801468245,1.014594403,-8.22945799,-1.616806219,-4.227117159
4054,5.03E-02,1.801348435,1.014605191,-8.26904732,-1.616202917,-4.226378241
4055,5.03E-02,1.802094949,1.014537991,-8.286708566,-1.619967902,-4.230989965
4056,5.02E-02,1.802456448,1.014505495,-8.321507057,-1.621796205,-4.233227742
4057,5.02E-02,1.801897859,1.014555693,-8.350110606,-1.618972516,-4.229773102
4058,5.02E-02,1.802849491,1.014470142,-8.349195606,-1.623787837,-4.235667914
4059,5.02E-02,1.802625017,1.014490293,-8.391404417,-1.622649893,-4.234276302
4060,5.03E-02,1.800272139,1.014701868,-8.155289737,-1.610799536,-4.219780743
4061,5.03E-02,1.79901525,1.01481542,-8.153513358,-1.604526246,-4.212086752
4062,5.03E-02,1.800354697,1.01469429,-8.147519684,-1.611212974,-4.220296311
4063,5.03E-02,1.800776156,1.014656255,-8.178281198,-1.613326241,-4.222888063
4064,5.03E-02,1.801936395,1.014551685,-8.173155747,-1.619167061,-4.230048505
4065,5.03E-02,1.802550777,1.014496427,-8.194895976,-1.622273827,-4.233853098
4066,5.03E-02,1.8017912,1.014564704,-8.209905294,-1.618434257,-4.22915418
4067,5.03E-02,1.801490712,1.014591752,-8.246135432,-1.616919391,-4.227298807
4068,5.03E-02,1.803004037,1.014455589,-8.20092764,-1.624572043,-4.236674133
4069,5.03E-02,1.803385143,1.014421387,-8.230957646,-1.626508503,-4.23904297
4070,5.03E-02,1.803736459,1.014389886,-8.262243636,-1.628296927,-4.241229691
4071,5.03E-02,1.802836146,1.014470601,-8.252967243,-1.623720149,-4.235636192
4072,5.03E-02,1.802917016,1.014463339,-8.292663929,-1.624130402,-4.236138156
4073,5.02E-02,1.802626364,1.014489439,-8.330960327,-1.622656717,-4.234335267
4074,5.02E-02,1.802434129,1.01450671,-8.37324699,-1.621683229,-4.23314396
4075,5.02E-02,1.802136876,1.01453343,-8.415185202,-1.620179778,-4.231303786
4076,5.02E-02,1.801059313,1.014630392,-8.409046538,-1.614748552,-4.224654247
4077,5.02E-02,1.801524518,1.014588472,-8.446206251,-1.617089705,-4.227523661
4078,5.02E-02,1.80195911,1.014549348,-8.48515983,-1.619281752,-4.230209079
4079,5.02E-02,1.801691583,1.014573419,-8.533409017,-1.617931799,-4.22855605
4080,5.02E-02,1.800938323,1.014641248,-8.56041451,-1.614140568,-4.223912555
4081,5.02E-02,1.800995779,1.014636068,-8.61530336,-1.614429243,-4.22426638
4082,5.02E-02,1.800564273,1.014674971,-8.666162905,-1.612263264,-4.221611858
4083,5.02E-02,1.798627071,1.014849921,-8.563226778,-1.602596721,-4.209760705
4084,5.02E-02,1.799154001,1.014802216,-8.607767564,-1.605216841,-4.212978391
4085,5.02E-02,1.798853007,1.014829451,-8.663952525,-1.60371933,-4.211140176
4086,5.02E-02,1.798163774,1.014891861,-8.710658772,-1.600298674,-4.206940457
4087,5.02E-02,1.800570815,1.014674005,-8.571022876,-1.612296066,-4.221677697
4088,5.02E-02,1.79861315,1.014850818,-8.476310457,-1.602527594,-4.209700358
4089,5.02E-02,1.800010137,1.014724391,-8.465954209,-1.609488598,-4.21824988
4090,5.02E-02,1.800624578,1.014668909,-8.50058287,-1.61256569,-4.222025048
4091,5.02E-02,1.800629758,1.014668442,-8.55241847,-1.612591669,-4.222056908
4092,5.02E-02,1.799944809,1.014730255,-8.589493421,-1.609161996,-4.217851708
4093,5.02E-02,1.801892022,1.014554553,-8.495809559,-1.618943053,-4.229851419
4094,5.02E-02,1.802490123,1.014500753,-8.526732946,-1.621966684,-4.233554719
4095,5.02E-02,1.803937921,1.014370754,-8.454801408,-1.629323939,-4.242560122
4096,5.02E-02,1.80308188,1.01444747,-8.446967322,-1.624967271,-4.237235987
4097,5.02E-02,1.804119802,1.014354361,-8.426831874,-1.630252042,-4.243701501
4098,5.02E-02,1.802842553,1.014468814,-8.349965409,-1.623752645,-4.235759679
4099,5.02E-02,1.802439091,1.014505064,-8.387015229,-1.621708342,-4.233257457
4100,5.02E-02,1.801586958,1.01458171,-8.401074138,-1.617404349,-4.227987274
4101,5.02E-02,1.800936085,1.014640353,-8.432523708,-1.614129325,-4.223973689
4102,5.03E-02,1.79830937,1.01487759,-8.254770979,-1.601020292,-4.207899251
4103,5.03E-02,1.800874782,1.014645354,-8.157886413,-1.613821417,-4.223632111
4104,5.03E-02,1.800831834,1.014649229,-8.19440247,-1.613605756,-4.22336756
4105,5.03E-02,1.800690394,1.014661992,-8.232046117,-1.612895855,-4.222496718
4106,5.03E-02,1.801233474,1.014612994,-8.261502195,-1.615624379,-4.225844126
4107,5.02E-02,1.80101328,1.014632847,-8.300962448,-1.614517192,-4.224486492
4108,5.02E-02,1.801382234,1.01459958,-8.337480258,-1.616373075,-4.226762549
4109,5.02E-02,1.801084116,1.014626449,-8.37875728,-1.614873238,-4.224923825
4110,5.02E-02,1.801444754,1.014593938,-8.418334777,-1.616687901,-4.227149038
4111,5.02E-02,1.800328687,1.014694556,-8.420336035,-1.611082699,-4.220278221
4112,5.02E-02,1.801205698,1.014615401,-8.439493765,-1.615484647,-4.225679447
4113,5.02E-02,1.802507112,1.014498177,-8.418964114,-1.622052706,-4.233732366
4114,5.02E-02,1.801621855,1.0145778,-8.430915175,-1.617580247,-4.228255446
4115,5.02E-02,1.801818184,1.014560119,-8.476334691,-1.618570409,-4.229469051
4116,5.02E-02,1.802466208,1.014501801,-8.504921903,-1.621845608,-4.233482457
4117,5.02E-02,1.801782907,1.014563255,-8.533722161,-1.618392421,-4.229253735
4118,5.02E-02,1.801890077,1.014553606,-8.585625924,-1.618933236,-4.229916455
4119,5.02E-02,1.802090914,1.014535531,-8.638389821,-1.619947516,-4.231159188
4120,5.02E-02,1.801333262,1.014603724,-8.66729891,-1.616126541,-4.226478701
4121,5.02E-02,1.802529268,1.014496026,-8.651260763,-1.622164899,-4.233880716
4122,5.02E-02,1.800056711,1.014718581,-8.384224925,-1.609721507,-4.218644562
4123,5.02E-02,1.800076767,1.014716769,-8.429779577,-1.609821819,-4.218767706
4124,5.02E-02,1.798749044,1.014836827,-8.427571605,-1.603202612,-4.210642873
4125,5.02E-02,1.798356864,1.01487236,-8.472691156,-1.601255797,-4.208250797
4126,5.02E-02,1.800217909,1.014703839,-8.428014995,-1.610528054,-4.219646652
4127,5.02E-02,1.799793256,1.014742208,-8.471271769,-1.608404728,-4.217040636
4128,5.02E-02,1.797721085,1.014929754,-8.398626858,-1.598107768,-4.204399118
4129,5.02E-02,1.795789094,1.015105288,-8.368885504,-1.588601968,-4.192710368
4130,5.02E-02,1.795400186,1.015140715,-8.412726636,-1.586699334,-4.19036783
4131,5.02E-02,1.793717265,1.015294223,-8.413621599,-1.57850755,-4.180280118
4132,5.02E-02,1.792642341,1.01539252,-8.445953819,-1.573310156,-4.173873575
4133,5.02E-02,1.795351195,1.015144896,-8.376450603,-1.586459915,-4.190091728
4134,5.02E-02,1.795659397,1.015116813,-8.419387969,-1.587967055,-4.191947699
4135,5.02E-02,1.795918106,1.015093254,-8.464831118,-1.589233924,-4.19350741
4136,5.02E-02,1.794984215,1.015178312,-8.499593089,-1.584668303,-4.187887706
4137,5.02E-02,1.796519557,1.015038445,-8.498918348,-1.592185382,-4.197145367
4138,5.03E-02,1.800326531,1.014693021,-8.248072897,-1.611071901,-4.220382641
4139,5.03E-02,1.799016019,1.014811456,-8.24507302,-1.604530069,-4.212354353
4140,5.03E-02,1.798434939,1.01486408,-8.278481521,-1.601643067,-4.208807688
4141,5.02E-02,1.797594767,1.01494026,-8.306230101,-1.597483489,-4.203695696
4142,5.02E-02,1.796555205,1.015034672,-8.32905464,-1.592360587,-4.19739629
4143,5.02E-02,1.797121388,1.014983203,-8.364323987,-1.595147447,-4.200825486
4144,5.03E-02,1.794575969,1.015214753,-8.28603669,-1.582678991,-4.185489761
4145,5.02E-02,1.794062549,1.015261615,-8.325003666,-1.580182791,-4.182414394
4146,5.02E-02,1.791807374,1.015467833,-8.297862471,-1.56929154,-4.168992698
4147,5.02E-02,1.791945952,1.01545513,-8.33946635,-1.569957385,-4.169814305
4148,5.02E-02,1.790426315,1.015594519,-8.356774565,-1.562679882,-4.160835776
4149,5.02E-02,1.791438434,1.015501584,-8.385499899,-1.567521001,-4.166813041
4150,5.02E-02,1.790816829,1.015558615,-8.428250443,-1.564544992,-4.163140782
4151,5.02E-02,1.792391873,1.015414147,-8.436365625,-1.572102983,-4.17246958
4152,5.02E-02,1.790274413,1.015608253,-8.421712761,-1.561955332,-4.159955469
4153,5.02E-02,1.790706867,1.015568528,-8.465582601,-1.564019457,-4.162503858
4154,5.02E-02,1.790195753,1.015615467,-8.513552558,-1.561580339,-4.159493409
4155,5.02E-02,1.788544983,1.015767285,-8.530944311,-1.553742989,-4.149818076
4156,5.02E-02,1.788943184,1.015730607,-8.58083385,-1.555627913,-4.152146946
4157,5.02E-02,1.786513436,1.015954601,-8.558256802,-1.54418138,-4.138008052
4158,5.02E-02,1.783842649,1.01620181,-8.532125481,-1.531748658,-4.122632329
4159,5.02E-02,1.784545029,1.016136648,-8.577916733,-1.53500334,-4.126662335
4160,5.02E-02,1.782260255,1.016348721,-8.57978287,-1.524454762,-4.113605625
4161,5.02E-02,1.783670019,1.016217677,-8.608691328,-1.530950348,-4.121653442
4162,5.02E-02,1.784847682,1.016108442,-8.645000404,-1.536409045,-4.128411815
4163,5.02E-02,1.781814081,1.016389956,-8.59640442,-1.522407738,-4.111086585
4164,5.02E-02,1.780366695,1.016524787,-8.636182012,-1.515795919,-4.102893774
4165,5.02E-02,1.779475166,1.016607992,-8.691342901,-1.511744962,-4.097871267
4166,5.02E-02,1.779232158,1.016630692,-8.755724004,-1.510643616,-4.096505388
4167,5.02E-02,1.783181915,1.016262489,-8.628455531,-1.528696593,-4.11889411
4168,5.02E-02,1.782080903,1.01636479,-8.676931941,-1.523631402,-4.112623188
4169,5.02E-02,1.783862132,1.01619928,-8.691032166,-1.531838798,-4.122788481
4170,5.02E-02,1.786973177,1.015911247,-8.610564943,-1.54633719,-4.140729089
4171,5.02E-02,1.786678561,1.015938439,-8.668300025,-1.544955149,-4.13902154
4172,5.02E-02,1.785464283,1.016050621,-8.710829453,-1.539279042,-4.132007763
4173,5.02E-02,1.783108165,1.016268849,-8.698224437,-1.528356507,-4.118503109
4174,5.02E-02,1.782548615,1.016320816,-8.759990422,-1.52577997,-4.115313952
4175,5.01E-02,1.782271898,1.016346531,-8.828092731,-1.524508235,-4.113739547
4176,5.01E-02,1.781266715,1.016440019,-8.889980024,-1.51990217,-4.108036724
4177,5.01E-02,1.779603404,1.016595009,-8.93173185,-1.512326647,-4.098653308
4178,5.01E-02,1.778506691,1.016697428,-9.000065944,-1.507362899,-4.092500592
4179,5.01E-02,1.780318171,1.016528261,-9.022544384,-1.51557501,-4.102683581
4180,5.01E-02,1.779252854,1.016627622,-9.097452492,-1.510737369,-4.096689974
4181,5.01E-02,1.777842764,1.016759376,-9.165311452,-1.504369879,-4.088797432
4182,5.01E-02,1.779224309,1.01663022,-9.221223573,-1.510608065,-4.096533778
4183,5.01E-02,1.777527069,1.016788815,-9.280254269,-1.502949843,-4.087042411
4184,5.01E-02,1.774098667,1.017110316,-9.181457032,-1.487656955,-4.068073739
4185,5.01E-02,1.772129115,1.017295823,-9.233781273,-1.478976104,-4.057290232
4186,5.01E-02,1.767653866,1.017719171,-9.061523364,-1.459527062,-4.033108135
4187,5.01E-02,1.769596774,1.017534824,-9.09451752,-1.467924348,-4.043566422
4188,5.01E-02,1.77270026,1.017241426,-9.041580522,-1.481485692,-4.060440299
4189,5.01E-02,1.774877218,1.01703648,-9.050057024,-1.49110933,-4.072398348
4190,5.01E-02,1.77304661,1.01720863,-9.099463608,-1.483010615,-4.062344303
4191,5.01E-02,1.774913058,1.017033,-9.127829528,-1.491268542,-4.072602654
4192,5.01E-02,1.772233248,1.017285082,-9.12049852,-1.479433192,-4.057911489
4193,5.01E-02,1.773062015,1.017206962,-9.202334734,-1.483078491,-4.0624412
4194,5.01E-02,1.771698218,1.0173355,-9.28622886,-1.47708692,-4.054998868
4195,5.01E-02,1.774981835,1.017026218,-9.185802101,-1.491574146,-4.073000893
4196,5.01E-02,1.77541414,1.016985638,-9.284257023,-1.493497196,-4.075387098
4197,5.01E-02,1.775440338,1.01698318,-9.401013119,-1.493613851,-4.075531847
4198,5.01E-02,1.778333366,1.016712235,-9.309565416,-1.506580676,-4.091614213
4199,5.01E-02,1.779226163,1.016628906,-9.399703405,-1.510616462,-4.096612798
4200,5.01E-02,1.776431875,1.016889868,-9.332051945,-1.4980391,-4.081041337
4201,5.01E-02,1.774873992,1.017035897,-9.40710628,-1.491094997,-4.072432592
4202,5.01E-02,1.774985689,1.017025411,-9.538660122,-1.491591273,-4.073048268
4203,5.01E-02,1.773945394,1.0171231,-9.670082422,-1.486978691,-4.067326841
4204,5.01E-02,1.775080542,1.017016471,-9.787325379,-1.492012903,-4.07357353
4205,5.01E-02,1.777349127,1.016803901,-9.75925795,-1.502150325,-4.086144241
4206,5.01E-02,1.780133562,1.01654401,-9.617541559,-1.514735019,-4.101731157
4207,5.01E-02,1.776130544,1.016917408,-9.270662653,-1.496692181,-4.079412122
4208,5.01E-02,1.776810669,1.016853728,-9.367909258,-1.49973485,-4.083183382
4209,5.01E-02,1.776722037,1.01686202,-9.495076265,-1.499337812,-4.082691498
4210,5.01E-02,1.772387111,1.017268618,-9.182847909,-1.480108948,-4.058864397
4211,5.01E-02,1.770037936,1.017490207,-9.201721494,-1.469840925,-4.046114153
4212,5.01E-02,1.771145839,1.017385538,-9.277883647,-1.47467033,-4.052116543
4213,5.01E-02,1.768171196,1.017666722,-9.244535923,-1.461756094,-4.0360725
4214,5.01E-02,1.767608148,1.01772011,-9.355780149,-1.459330316,-4.033055127
4215,5.01E-02,1.765235921,1.017945451,-9.392383733,-1.449174189,-4.020418627
4216,5.01E-02,1.76808245,1.017674915,-9.349133114,-1.461373357,-4.035608883
4217,5.01E-02,1.767024881,1.017775213,-9.460889004,-1.456823617,-4.029950299
4218,5.01E-02,1.767019439,1.017775729,-9.602183729,-1.45680026,-4.029921289
4219,5.01E-02,1.76552408,1.017917788,-9.72439032,-1.450402383,-4.021961313
4220,5.01E-02,1.766030056,1.01786967,-9.89727965,-1.452562615,-4.024650444
4221,5.00E-02,1.764916047,1.017975618,-10.09702487,-1.447812583,-4.018739003
4222,5.00E-02,1.765143637,1.017953954,-10.37505602,-1.448781174,-4.019944927
4223,5.00E-02,1.761013693,1.018347878,-10.02128819,-1.431349022,-3.998241336
4224,5.00E-02,1.761822275,1.018270497,-10.24186713,-1.43473814,-4.00246773
4225,5.00E-02,1.763050422,1.018153143,-10.468686,-1.43990791,-4.008911575
4226,5.00E-02,1.759796477,1.018464268,-10.36513638,-1.426268705,-3.991917871
4227,5.00E-02,1.759800027,1.018463927,-10.75995185,-1.42628348,-3.991936365
4228,5.00E-02,1.761528116,1.01829839,-11.02395804,-1.433503861,-4.000942214
4229,5.00E-02,1.757024424,1.018730202,-10.34185359,-1.414794352,-3.977617952
4230,5.00E-02,1.756114654,1.018817831,-10.70874755,-1.411057059,-3.972950385
4231,5.00E-02,1.756740555,1.01875752,-11.25012715,-1.413626731,-3.976160514
4232,5.00E-02,1.752207091,1.019195205,-10.55105683,-1.395161925,-3.953094758
4233,5.00E-02,1.748069827,1.0195972,-10.32372939,-1.37860332,-3.932368597
4234,5.00E-02,1.749036907,1.01950295,-10.62972421,-1.382449389,-3.937189555
4235,5.00E-02,1.747134454,1.019688384,-11.01737778,-1.374897369,-3.927726442
4236,5.01E-02,1.753857798,1.019034564,-9.739024099,-1.401845855,-3.961498816
4237,5.01E-02,1.757076648,1.018723974,-9.659291681,-1.415009308,-3.977950565
4238,5.01E-02,1.750700238,1.019339672,-9.166601192,-1.389099242,-3.945596753
4239,5.01E-02,1.753083403,1.019108552,-9.18600792,-1.398704662,-3.957619291
4240,5.01E-02,1.749204713,1.01948472,-9.133827573,-1.383118263,-3.938124706
4241,5.01E-02,1.749384538,1.019467221,-9.23275246,-1.383835538,-3.939023185
4242,5.01E-02,1.752030952,1.01921018,-9.23635738,-1.394451345,-3.95231495
4243,5.01E-02,1.754312359,1.01898942,-9.25947511,-1.403694302,-3.963873295
4244,5.01E-02,1.75666737,1.018762333,-9.272998735,-1.413325925,-3.97590396
4245,5.01E-02,1.75487336,1.018935116,-9.350386141,-1.405980303,-3.966737074
4246,5.01E-02,1.750341636,1.019373403,-9.198541191,-1.387661838,-3.943854156
4247,5.01E-02,1.750423808,1.019365422,-9.304901766,-1.387991031,-3.944266173
4248,5.01E-02,1.748308183,1.019571071,-9.377391292,-1.379549889,-3.933702798
4249,5.01E-02,1.747986549,1.019602396,-9.508572221,-1.378272816,-3.932103493
4250,5.01E-02,1.749302796,1.019474268,-9.6118156,-1.383509428,-3.938661292
4251,5.01E-02,1.745379875,1.019856519,-9.530822424,-1.36798255,-3.9192229
4252,5.01E-02,1.741322711,1.020254141,-9.461574005,-1.352173983,-3.899396025
4253,5.01E-02,1.743494745,1.020040798,-9.512246543,-1.360606127,-3.909985191
4254,5.01E-02,1.741338708,1.020252411,-9.609161535,-1.352235824,-3.899481411
4255,5.01E-02,1.73485633,1.020892213,-9.245912297,-1.32748345,-3.868378776
4256,5.01E-02,1.729603173,1.021415181,-9.132096171,-1.307864668,-3.843655198
4257,5.01E-02,1.73163768,1.021211992,-9.182748088,-1.31541727,-3.85318861
4258,5.01E-02,1.729085569,1.021466788,-9.247826388,-1.305952261,-3.841248297
4259,5.01E-02,1.725061907,1.02187028,-9.241039092,-1.291209324,-3.822626637
4260,5.01E-02,1.727529024,1.021622421,-9.278754178,-1.30022318,-3.834024486
4261,5.01E-02,1.729255206,1.021449552,-9.351577502,-1.306578621,-3.842051541
4262,5.01E-02,1.734602278,1.020916581,-9.15425742,-1.326525739,-3.867213089
4263,5.01E-02,1.730597517,1.021314842,-9.131079607,-1.311548797,-3.848351658
4264,5.01E-02,1.730919239,1.021282744,-9.228404023,-1.312743719,-3.849858682
4265,5.01E-02,1.734004235,1.020975651,-9.220136421,-1.324274893,-3.864393002
4266,5.01E-02,1.731256735,1.021248835,-9.270467099,-1.313998762,-3.851453194
4267,5.01E-02,1.730616012,1.02131271,-9.387915897,-1.311617454,-3.848451684
4268,5.01E-02,1.729177839,1.02145627,-9.507769583,-1.306292906,-3.841738359
4269,5.01E-02,1.730072265,1.02136693,-9.635729395,-1.309601003,-3.845910866
4270,5.01E-02,1.733550961,1.021020477,-9.578999047,-1.322572276,-3.8622582
4271,5.01E-02,1.732010048,1.021173603,-9.718314713,-1.316805792,-3.855000028
4272,5.01E-02,1.733895984,1.020986163,-9.810579287,-1.32386801,-3.86389198
4273,5.00E-02,1.732142396,1.021160322,-9.975386298,-1.317299768,-3.855627474
4274,5.00E-02,1.728982798,1.021475154,-10.02824816,-1.305572985,-3.840858619
4275,5.00E-02,1.726083784,1.021765282,-10.13051365,-1.294933,-3.827439132
4276,5.00E-02,1.724431172,1.02193123,-10.38727191,-1.288917851,-3.819843634
4277,5.00E-02,1.725196581,1.021854302,-10.74207211,-1.291699278,-3.823357487
4278,5.00E-02,1.727353361,1.021637979,-10.96663249,-1.299578683,-3.83330524
4279,5.00E-02,1.727908508,1.021582423,-11.77188263,-1.301616901,-3.835876035
4280,5.00E-02,1.724237596,1.021950349,-11.72063773,-1.288215638,-3.818972246
4281,5.00E-02,1.726818186,1.021691297,-12.02244944,-1.297617719,-3.830844156
4282,5.00E-02,1.723444926,1.022029804,-12.31497383,-1.285345296,-3.815359007
4283,5.00E-02,1.727867023,1.021585948,-11.05839169,-1.301464445,-3.835712713
4284,5.00E-02,1.731944635,1.021179241,-10.5788732,-1.316561732,-3.854733759
4285,5.00E-02,1.72981773,1.021390869,-10.88571346,-1.308658475,-3.844791128
4286,5.00E-02,1.730704448,1.021302526,-11.5083718,-1.311945796,-3.848929606
4287,5.00E-02,1.73072501,1.021300478,-16.07680723,-1.312022154,-3.849025768
4288,5.00E-02,1.728530117,1.021519208,-11.93657013,-1.303904073,-3.838809354
4289,5.00E-02,1.733873541,1.020987398,-10.94906431,-1.323783674,-3.863833106
4290,5.00E-02,1.730231267,1.021348932,-10.78186442,-1.310190232,-3.846753575
4291,5.01E-02,1.736215886,1.020755088,-9.813087442,-1.33262426,-3.874963879
4292,5.01E-02,1.738009694,1.020578238,-9.901444468,-1.339447777,-3.883521167
4293,5.00E-02,1.736959678,1.02068164,-10.10737384,-1.335447943,-3.878508913
4294,5.00E-02,1.738825017,1.020497984,-10.21238594,-1.342564664,-3.887428748
4295,5.01E-02,1.733859724,1.020987391,-9.75847719,-1.323731758,-3.863833459
4296,5.01E-02,1.73159183,1.021212242,-9.856121464,-1.315246433,-3.853176803
4297,5.01E-02,1.72559265,1.021810319,-9.424039862,-1.293141598,-3.825372073
4298,5.01E-02,1.725511858,1.021818415,-9.559367141,-1.292847217,-3.825000949
4299,5.01E-02,1.724782814,1.021891513,-9.714675793,-1.290194724,-3.821656253
4300,5.01E-02,1.724261995,1.021943777,-9.900969046,-1.288304122,-3.819271693
4301,5.00E-02,1.726250838,1.021744352,-9.995850492,-1.295543059,-3.828401223
4302,5.01E-02,1.718973395,1.022475864,-9.332381186,-1.269305934,-3.795313264
4303,5.01E-02,1.721977997,1.022172459,-9.32509161,-1.28005502,-3.808904334
4304,5.01E-02,1.725291928,1.021839378,-9.287446403,-1.292046301,-3.824040607
4305,5.01E-02,1.729980914,1.021370805,-9.117216594,-1.309262632,-3.845729529
4306,5.01E-02,1.732181276,1.02115214,-9.140972322,-1.31744493,-3.856014178
4307,5.01E-02,1.734494403,1.020923062,-9.154617298,-1.326119359,-3.866903285
4308,5.01E-02,1.738577088,1.0205206,-9.015449852,-1.341615831,-3.886326
4309,5.01E-02,1.740911253,1.020291711,-9.013816891,-1.350584623,-3.897542787
4310,5.01E-02,1.742993498,1.020088247,-9.022913159,-1.358653897,-3.907620367
4311,5.01E-02,1.746165846,1.019779493,-8.938148586,-1.371074162,-3.923109603
4312,5.01E-02,1.74510976,1.019882009,-9.003024823,-1.366922257,-3.917940019
4313,5.01E-02,1.742584098,1.020127791,-8.994078142,-1.357062205,-3.90565377
4314,5.01E-02,1.742488197,1.020137147,-9.077054274,-1.356689724,-3.905189078
4315,5.01E-02,1.740135636,1.020366986,-9.089560521,-1.347595461,-3.893840039
4316,5.01E-02,1.738980891,1.020480132,-9.16735315,-1.343161661,-3.888300033
4317,5.01E-02,1.743896898,1.019999323,-8.892739435,-1.362175173,-3.912056843
4318,5.01E-02,1.740510184,1.020329611,-8.82113712,-1.349037822,-3.895676768
4319,5.01E-02,1.73966218,1.02041263,-8.885628393,-1.345775185,-3.891601461
